   FROM CHEASE,SI UNITS,COCOS=2, IP,B0>020260925   3 513 513
 1.361945010E+00 2.443413960E+00 8.500000240E-01 1.427304047E-01-6.323755147E-03
 9.430445796E-01-6.323755147E-03-6.864468261E-02 0.000000000E+00 -4.87488985E-01
 7.440705163E+05-6.864468261E-02 0.000000000E+00 9.430445796E-01 0.000000000E+00
-1.797602429E-02-1.799321621E-02-1.800854310E-02-1.802198593E-02-1.803348881E-02
-1.804298082E-02-1.805045254E-02-1.805595460E-02-1.805955380E-02-1.806129551E-02
-1.806117824E-02-1.805918915E-02-1.805532532E-02-1.804959517E-02-1.804200547E-02
-1.803253548E-02-1.802114674E-02-1.800779797E-02-1.799244177E-02-1.797502903E-02
-1.795550640E-02-1.793381920E-02-1.790993774E-02-1.788385498E-02-1.785556325E-02
-1.782505508E-02-1.779232600E-02-1.775737279E-02-1.772018653E-02-1.768075043E-02
-1.763904746E-02-1.759506357E-02-1.754878701E-02-1.750020604E-02-1.744930673E-02
-1.739607520E-02-1.734049889E-02-1.728256662E-02-1.722226809E-02-1.715959281E-02
-1.709453083E-02-1.702707345E-02-1.695721295E-02-1.688494168E-02-1.681024948E-02
-1.673312391E-02-1.665355157E-02-1.657151643E-02-1.648700145E-02-1.639998954E-02
-1.631046345E-02-1.621840546E-02-1.612379534E-02-1.602661103E-02-1.592683055E-02
-1.582443241E-02-1.571939531E-02-1.561169741E-02-1.550131628E-02-1.538822920E-02
-1.527241406E-02-1.515385244E-02-1.503252891E-02-1.490842772E-02-1.478153234E-02
-1.465182568E-02-1.451929009E-02-1.438390753E-02-1.424565968E-02-1.410452785E-02
-1.396049311E-02-1.381353643E-02-1.366363827E-02-1.351077733E-02-1.335493067E-02
-1.319607413E-02-1.303418144E-02-1.286922502E-02-1.270117770E-02-1.253001332E-02
-1.235570569E-02-1.217822897E-02-1.199755766E-02-1.181366636E-02-1.162652954E-02
-1.143611839E-02-1.124240407E-02-1.104536166E-02-1.084496679E-02-1.064119329E-02
-1.043401331E-02-1.022339827E-02-1.000931977E-02-9.791748461E-03-9.570653237E-03
-9.346001319E-03-9.117758331E-03-8.885885927E-03-8.650341150E-03-8.411079322E-03
-8.168055134E-03-7.921222423E-03-7.670532659E-03-7.415933614E-03-7.157368539E-03
-6.894779537E-03-6.628110042E-03-6.357310087E-03-6.082339899E-03-5.803168253E-03
-5.519794135E-03-5.232250708E-03-4.940582839E-03-4.644836407E-03-4.345050607E-03
-4.041255210E-03-3.733474010E-03-3.421740649E-03-3.106108028E-03-2.786649976E-03
-2.463464606E-03-2.136677495E-03-1.806437828E-03-1.472912623E-03-1.136282346E-03
-7.967339542E-04-4.544335043E-04-1.095003404E-04 2.380491807E-04 5.882400396E-04
 9.410585836E-04 1.296488021E-03 1.654500938E-03 2.015072112E-03 2.378177300E-03
 2.743792581E-03 3.111895677E-03 3.482466007E-03 3.855484670E-03 4.230934094E-03
 4.608797400E-03 4.989058703E-03 5.371704368E-03 5.756725018E-03 6.144114493E-03
 6.533868247E-03 6.925981102E-03 7.320445528E-03 7.717253474E-03 8.116397327E-03
 8.517869677E-03 8.921663300E-03 9.327771829E-03 9.736189553E-03 1.014691038E-02
 1.055992620E-02 1.097522729E-02 1.139280360E-02 1.181264457E-02 1.223473921E-02
 1.265907617E-02 1.308564240E-02 1.351442281E-02 1.394540170E-02 1.437856279E-02
 1.481388885E-02 1.525136224E-02 1.569096459E-02 1.613267600E-02 1.657647584E-02
 1.702234320E-02 1.747025663E-02 1.792019429E-02 1.837213399E-02 1.882605228E-02
 1.928192449E-02 1.973972566E-02 2.019943046E-02 2.066101320E-02 2.112444793E-02
 2.158970827E-02 2.205676692E-02 2.252559601E-02 2.299616752E-02 2.346845310E-02
 2.394242406E-02 2.441805146E-02 2.489530754E-02 2.537416866E-02 2.585461477E-02
 2.633662658E-02 2.682018508E-02 2.730527152E-02 2.779186761E-02 2.827995779E-02
 2.876953048E-02 2.926057564E-02 2.975308355E-02 3.024704506E-02 3.074245150E-02
 3.123929465E-02 3.173756810E-02 3.223726849E-02 3.273839385E-02 3.324094247E-02
 3.374491270E-02 3.425030308E-02 3.475711241E-02 3.526533952E-02 3.577498277E-02
 3.628604034E-02 3.679851066E-02 3.731239223E-02 3.782768346E-02 3.834438294E-02
 3.886248933E-02 3.938200049E-02 3.990291319E-02 4.042522404E-02 4.094893001E-02
 4.147402846E-02 4.200051717E-02 4.252839417E-02 4.305765770E-02 4.358830618E-02
 4.412033823E-02 4.465375268E-02 4.518854853E-02 4.572472490E-02 4.626228107E-02
 4.680121648E-02 4.734153082E-02 4.788322414E-02 4.842629684E-02 4.897074951E-02
 4.951658257E-02 5.006379548E-02 5.061238702E-02 5.116235598E-02 5.171370127E-02
 5.226642162E-02 5.282051577E-02 5.337598256E-02 5.393281871E-02 5.449101533E-02
 5.505055960E-02 5.561143794E-02 5.617363695E-02 5.673714307E-02 5.730194248E-02
 5.786802124E-02 5.843536535E-02 5.900396062E-02 5.957379236E-02 6.014484554E-02
 6.071710504E-02 6.129055576E-02 6.186518263E-02 6.244097058E-02 6.301790457E-02
 6.359596953E-02 6.417515037E-02 6.475543198E-02 6.533679921E-02 6.591923694E-02
 6.650273004E-02 6.708726352E-02 6.767282254E-02 6.825939230E-02 6.884695803E-02
 6.943550499E-02 7.002501851E-02 7.061548398E-02 7.120688682E-02 7.179921246E-02
 7.239244660E-02 7.298657539E-02 7.358158524E-02 7.417746263E-02 7.477419409E-02
 7.537176627E-02 7.597016602E-02 7.656938030E-02 7.716939608E-02 7.777020049E-02
 7.837178135E-02 7.897412763E-02 7.957722871E-02 8.018107316E-02 8.078565271E-02
 8.139098016E-02 8.199694917E-02 6.650237926E-03 6.514164811E-03 6.378445751E-03
 6.243136072E-03 6.108224005E-03 5.973708065E-03 5.839587484E-03 5.705860539E-03
 5.572525248E-03 5.439579581E-03 5.307021424E-03 5.174848536E-03 5.043058538E-03
 4.911648928E-03 4.780617101E-03 4.649960281E-03 4.519675435E-03 4.389758962E-03
 4.260206308E-03 4.131011922E-03 4.002168448E-03 3.873666704E-03 3.745497124E-03
 3.617650307E-03 3.490117320E-03 3.362889717E-03 3.235959484E-03 3.109319065E-03
 2.982961423E-03 2.856880173E-03 2.731069596E-03 2.605524529E-03 2.480240331E-03
 2.355212882E-03 2.230438608E-03 2.105914529E-03 1.981638248E-03 1.857607917E-03
 1.733822285E-03 1.610280925E-03 1.486984650E-03 1.363935987E-03 1.241138610E-03
 1.118597027E-03 9.963164219E-04 8.743026755E-04 7.525624304E-04 6.311031007E-04
 5.099329501E-04 3.890610753E-04 2.684944303E-04 1.482445090E-04 2.841014734E-05
-9.105779872E-05-2.112320521E-04-3.325030210E-04-4.548252340E-04-5.781501109E-04
-7.024456630E-04-8.276797627E-04-9.538206820E-04-1.080838060E-03-1.208703233E-03
-1.337389782E-03-1.466873786E-03-1.597133679E-03-1.728148812E-03-1.859897913E-03
-1.992358574E-03-2.125504517E-03-2.259307150E-03-2.393736449E-03-2.528760516E-03
-2.664347253E-03-2.800464604E-03-2.937080510E-03-3.074162538E-03-3.211676562E-03
-3.349587493E-03-3.487860161E-03-3.626458767E-03-3.765346903E-03-3.904488290E-03
-4.043847365E-03-4.183389200E-03-4.323078246E-03-4.462877423E-03-4.602750204E-03
-4.742661371E-03-4.882574870E-03-5.022456789E-03-5.162285056E-03-5.302046154E-03
-5.441726265E-03-5.581310584E-03-5.720787540E-03-5.860149809E-03-5.999390603E-03
-6.138502675E-03-6.277477817E-03-6.416305676E-03-6.554974744E-03-6.693473301E-03
-6.831789674E-03-6.969911439E-03-7.107824173E-03-7.245512456E-03-7.382960914E-03
-7.520154566E-03-7.657077762E-03-7.793711688E-03-7.930036057E-03-8.066031646E-03
-8.201680242E-03-8.336964014E-03-8.471864584E-03-8.606362466E-03-8.740437966E-03
-8.874071628E-03-9.007243869E-03-9.139934873E-03-9.272125689E-03-9.403799171E-03
-9.534938665E-03-9.665526897E-03-9.795546306E-03-9.924979372E-03-1.005380892E-02
-1.018201922E-02-1.030959602E-02-1.043652553E-02-1.056279378E-02-1.068838609E-02
-1.081328722E-02-1.093748224E-02-1.106095782E-02-1.118370188E-02-1.130570255E-02
-1.142694806E-02-1.154742660E-02-1.166712510E-02-1.178602886E-02-1.190412339E-02
-1.202139569E-02-1.213783330E-02-1.225342359E-02-1.236815404E-02-1.248201178E-02
-1.259498129E-02-1.270704401E-02-1.281818432E-02-1.292839502E-02-1.303767318E-02
-1.314601606E-02-1.325342107E-02-1.335988466E-02-1.346539854E-02-1.356994990E-02
-1.367352516E-02-1.377611101E-02-1.387769402E-02-1.397826081E-02-1.407779788E-02
-1.417628736E-02-1.427370180E-02-1.437000807E-02-1.446517610E-02-1.455919466E-02
-1.465207322E-02-1.474382686E-02-1.483446748E-02-1.492399738E-02-1.501241102E-02
-1.509970117E-02-1.518585898E-02-1.527087216E-02-1.535472629E-02-1.543740545E-02
-1.551889102E-02-1.559916152E-02-1.567819296E-02-1.575595803E-02-1.583242942E-02
-1.590758466E-02-1.598140508E-02-1.605388345E-02-1.612502138E-02-1.619481854E-02
-1.626326716E-02-1.633034994E-02-1.639604365E-02-1.646033745E-02-1.652325588E-02
-1.658483788E-02-1.664511804E-02-1.670412268E-02-1.676184691E-02-1.681821275E-02
-1.687313205E-02-1.692655176E-02-1.697842371E-02-1.702869522E-02-1.707730961E-02
-1.712421034E-02-1.716937122E-02-1.721280561E-02-1.725453625E-02-1.729459595E-02
-1.733303268E-02-1.736990147E-02-1.740526075E-02-1.743912841E-02-1.747145508E-02
-1.750218723E-02-1.753129000E-02-1.755873436E-02-1.758448931E-02-1.760852366E-02
-1.763080856E-02-1.765131297E-02-1.767000633E-02-1.768686291E-02-1.770186282E-02
-1.771499111E-02-1.772621430E-02-1.773546076E-02-1.774268374E-02-1.774790893E-02
-1.775119776E-02-1.775261093E-02-1.775216920E-02-1.774986109E-02-1.774567704E-02
-1.773961980E-02-1.773169939E-02-1.772191320E-02-1.771022982E-02-1.769661008E-02
-1.768101078E-02-1.766338382E-02-1.764367990E-02-1.762184396E-02-1.759782801E-02
-1.757161542E-02-1.754319944E-02-1.751257179E-02-1.747972567E-02-1.744465695E-02
-1.740736108E-02-1.736782540E-02-1.732603233E-02-1.728196569E-02-1.723561245E-02
-1.718696117E-02-1.713599922E-02-1.708271217E-02-1.702708622E-02-1.696910903E-02
-1.690876959E-02-1.684605755E-02-1.678096235E-02-1.671347409E-02-1.664358374E-02
-1.657128305E-02-1.649656346E-02-1.641941352E-02-1.633982026E-02-1.625776955E-02
-1.617324469E-02-1.608622826E-02-1.599670270E-02-1.590465034E-02-1.581005285E-02
-1.571288917E-02-1.561313702E-02-1.551077428E-02-1.540577916E-02-1.529812988E-02
-1.518780411E-02-1.507477898E-02-1.495903144E-02-1.484053928E-02-1.471928407E-02
-1.459524957E-02-1.446841907E-02-1.433877519E-02-1.420630002E-02-1.407097514E-02
-1.393278170E-02-1.379170057E-02-1.364771224E-02-1.350079705E-02-1.335093527E-02
-1.319810662E-02-1.304228899E-02-1.288345861E-02-1.272159050E-02-1.255665759E-02
-1.238863153E-02-1.221748430E-02-1.204318879E-02-1.186571778E-02-1.168504441E-02
-1.150114200E-02-1.131398405E-02-1.112354402E-02-1.092979201E-02-1.073269769E-02
-1.053223444E-02-1.032837618E-02-1.012109514E-02-9.910361583E-03-9.696144175E-03
-9.478411356E-03-9.257131185E-03-9.032270441E-03-8.803794095E-03-8.571665670E-03
-8.335845624E-03-8.096290330E-03-7.852954592E-03-7.605791120E-03-7.354749049E-03
-7.099772407E-03-6.840803542E-03-6.577786332E-03-6.310673036E-03-6.039427913E-03
-5.764023594E-03-5.484460750E-03-5.200771332E-03-4.912995718E-03-4.621170908E-03
-4.325331216E-03-4.025509595E-03-3.721734356E-03-3.414041275E-03-3.102484807E-03
-2.787138405E-03-2.468097770E-03-2.145484985E-03-1.819445975E-03-1.490145334E-03
-1.157760147E-03-8.224713002E-04-4.844355738E-04-1.437663311E-04 1.995112585E-04
 5.454355144E-04 8.939899377E-04 1.245161536E-03 1.598927657E-03 1.955264266E-03
 2.314147946E-03 2.675555949E-03 3.039465874E-03 3.405854866E-03 3.774701163E-03
 4.145984721E-03 4.519687213E-03 4.895791782E-03 5.274282464E-03 5.655143994E-03
 6.038362702E-03 6.423928418E-03 6.811834909E-03 7.202078067E-03 7.594654155E-03
 7.989556722E-03 8.386777816E-03 8.786309666E-03 9.188144889E-03 9.592276189E-03
 9.998696791E-03 1.040740083E-02 1.081838263E-02 1.123163528E-02 1.164714972E-02
 1.206491611E-02 1.248492431E-02 1.290716363E-02 1.333162308E-02 1.375829090E-02
 1.418715304E-02 1.461819422E-02 1.505139877E-02 1.548675014E-02 1.592423109E-02
 1.636382401E-02 1.680551013E-02 1.724926937E-02 1.769508125E-02 1.814292495E-02
 1.859277910E-02 1.904462206E-02 1.949843157E-02 1.995418390E-02 2.041185456E-02
 2.087141880E-02 2.133285150E-02 2.179612721E-02 2.226122024E-02 2.272810427E-02
 2.319675211E-02 2.366713622E-02 2.413922887E-02 2.461300198E-02 2.508842718E-02
 2.556547600E-02 2.604412203E-02 2.652434352E-02 2.700612131E-02 2.748943669E-02
 2.797427122E-02 2.846060668E-02 2.894842566E-02 2.943771413E-02 2.992846154E-02
 3.042065829E-02 3.091429512E-02 3.140936339E-02 3.190585482E-02 3.240376173E-02
 3.290307866E-02 3.340380295E-02 3.390593298E-02 3.440946727E-02 3.491440445E-02
 3.542074331E-02 3.592848291E-02 3.643762226E-02 3.694815986E-02 3.746009414E-02
 3.797342378E-02 3.848814748E-02 3.900426386E-02 3.952177175E-02 4.004066999E-02
 4.056095650E-02 4.108262821E-02 4.160568199E-02 4.213011504E-02 4.265592498E-02
 4.318310981E-02 4.371166779E-02 4.424159734E-02 4.477289710E-02 4.530556587E-02
 4.583960267E-02 4.637500667E-02 4.691177717E-02 4.744991362E-02 4.798941561E-02
 4.853028301E-02 4.907251601E-02 4.961611514E-02 5.016108114E-02 5.070741456E-02
 5.125511504E-02 5.180418151E-02 5.235461291E-02 5.290640828E-02 5.345956652E-02
 5.401408649E-02 5.456996722E-02 5.512720582E-02 5.568579395E-02 5.624571904E-02
 5.680696768E-02 5.736952659E-02 5.793338240E-02 5.849852146E-02 5.906492997E-02
 5.963259412E-02 6.020149990E-02 6.077163286E-02 6.134297816E-02 6.191552087E-02
 6.248924606E-02 6.306413882E-02 6.364018425E-02 6.421736749E-02 6.479567365E-02
 6.537508782E-02 6.595559508E-02 6.653718047E-02 6.711982903E-02 6.770352581E-02
 6.828825596E-02 6.887400480E-02 6.946075770E-02 7.004850007E-02 7.063721733E-02
 7.122689498E-02 7.181751857E-02 7.240907370E-02 7.300154596E-02 7.359492113E-02
 7.418918540E-02 7.478432531E-02 7.538032751E-02 7.597717867E-02 7.657486555E-02
 7.717337512E-02 7.777269447E-02 7.837281075E-02 7.897371115E-02 7.957538337E-02
 8.017781612E-02 8.078099789E-02 8.138492055E-02 8.198959692E-02 8.259491964E-02
 6.682896001E-03 6.547372929E-03 6.412205363E-03 6.277447216E-03 6.143084379E-03
 6.009113997E-03 5.875534739E-03 5.742344696E-03 5.609541845E-03 5.477124062E-03
 5.345089090E-03 5.213434548E-03 5.082157956E-03 4.951256682E-03 4.820727851E-03
 4.690568117E-03 4.560773202E-03 4.431337851E-03 4.302255138E-03 4.173515990E-03
 4.045110762E-03 3.917029870E-03 3.789264157E-03 3.661804955E-03 3.534644020E-03
 3.407773539E-03 3.281186188E-03 3.154875244E-03 3.028834653E-03 2.903058916E-03
 2.777543047E-03 2.652282556E-03 2.527273476E-03 2.402512409E-03 2.277996527E-03
 2.153723543E-03 2.029691720E-03 1.905900041E-03 1.782348540E-03 1.659038910E-03
 1.535974129E-03 1.413158059E-03 1.290595243E-03 1.168290876E-03 1.046250881E-03
 9.244819415E-04 8.029914731E-04 6.817875981E-04 5.608793728E-04 4.402773822E-04
 3.199921696E-04 2.000307140E-04 8.046390055E-05-3.861685678E-05-1.578821030E-04
-2.781407732E-04-3.994644915E-04-5.217828029E-04-6.450615470E-04-7.692701069E-04
-8.943771136E-04-1.020352103E-03-1.147166285E-03-1.274793124E-03-1.403208893E-03
-1.532392347E-03-1.662324080E-03-1.792984567E-03-1.924353454E-03-2.056407726E-03
-2.189120658E-03-2.322464298E-03-2.456408559E-03-2.590922202E-03-2.725973905E-03
-2.861532247E-03-2.997565766E-03-3.134041946E-03-3.270926534E-03-3.408184880E-03
-3.545782157E-03-3.683683078E-03-3.821852372E-03-3.960254791E-03-4.098854280E-03
-4.237612013E-03-4.376486912E-03-4.515438974E-03-4.654432068E-03-4.793430831E-03
-4.932399464E-03-5.071308321E-03-5.210140484E-03-5.348882577E-03-5.487519698E-03
-5.626037342E-03-5.764425773E-03-5.902678001E-03-6.040787067E-03-6.178745451E-03
-6.316543844E-03-6.454170865E-03-6.591614756E-03-6.728864003E-03-6.865906835E-03
-7.002729675E-03-7.139317180E-03-7.275653924E-03-7.411724929E-03-7.547515613E-03
-7.683010601E-03-7.818191897E-03-7.953040827E-03-8.087539042E-03-8.221668260E-03
-8.355410366E-03-8.488746913E-03-8.621658685E-03-8.754126030E-03-8.886129139E-03
-9.017648381E-03-9.148664538E-03-9.279159287E-03-9.409115205E-03-9.538515099E-03
-9.667341860E-03-9.795578318E-03-9.923206982E-03-1.005021083E-02-1.017657486E-02
-1.030228525E-02-1.042732764E-02-1.055168709E-02-1.067534877E-02-1.079829797E-02
-1.092052038E-02-1.104200306E-02-1.116273442E-02-1.128270296E-02-1.140189582E-02
-1.152029857E-02-1.163789641E-02-1.175467475E-02-1.187061960E-02-1.198571805E-02
-1.209995792E-02-1.221332671E-02-1.232580929E-02-1.243738752E-02-1.254804576E-02
-1.265777561E-02-1.276657259E-02-1.287443325E-02-1.298135500E-02-1.308733458E-02
-1.319236414E-02-1.329643129E-02-1.339952274E-02-1.350162527E-02-1.360272487E-02
-1.370280725E-02-1.380185853E-02-1.389986175E-02-1.399679090E-02-1.409261386E-02
-1.418730017E-02-1.428083600E-02-1.437322912E-02-1.446449413E-02-1.455464320E-02
-1.464367948E-02-1.473159750E-02-1.481838985E-02-1.490404814E-02-1.498856082E-02
-1.507191397E-02-1.515409227E-02-1.523507797E-02-1.531485039E-02-1.539338646E-02
-1.547065993E-02-1.554664324E-02-1.562131343E-02-1.569465095E-02-1.576664539E-02
-1.583729725E-02-1.590660715E-02-1.597456954E-02-1.604116963E-02-1.610638517E-02
-1.617019908E-02-1.623262594E-02-1.629370268E-02-1.635346473E-02-1.641194072E-02
-1.646914000E-02-1.652500815E-02-1.657945077E-02-1.663240781E-02-1.668383303E-02
-1.673367597E-02-1.678188274E-02-1.682839598E-02-1.687317474E-02-1.691622165E-02
-1.695755722E-02-1.699720780E-02-1.703521558E-02-1.707163163E-02-1.710651312E-02
-1.713990221E-02-1.717177177E-02-1.720206441E-02-1.723073964E-02-1.725776801E-02
-1.728312036E-02-1.730676536E-02-1.732867383E-02-1.734881656E-02-1.736716229E-02
-1.738368323E-02-1.739835666E-02-1.741116639E-02-1.742209348E-02-1.743108289E-02
-1.743806556E-02-1.744303146E-02-1.744602812E-02-1.744711912E-02-1.744634961E-02
-1.744371930E-02-1.743921517E-02-1.743283317E-02-1.742458067E-02-1.741446565E-02
-1.740247179E-02-1.738856246E-02-1.737269794E-02-1.735483274E-02-1.733491906E-02
-1.731290639E-02-1.728874030E-02-1.726238437E-02-1.723382956E-02-1.720306800E-02
-1.717009102E-02-1.713489239E-02-1.709746807E-02-1.705781119E-02-1.701590629E-02
-1.697173601E-02-1.692528524E-02-1.687654147E-02-1.682549292E-02-1.677212587E-02
-1.671642568E-02-1.665837887E-02-1.659797344E-02-1.653519871E-02-1.647004412E-02
-1.640249884E-02-1.633255263E-02-1.626019607E-02-1.618542047E-02-1.610821633E-02
-1.602857132E-02-1.594647205E-02-1.586190336E-02-1.577484776E-02-1.568528740E-02
-1.559320432E-02-1.549858056E-02-1.540139718E-02-1.530163249E-02-1.519926379E-02
-1.509426863E-02-1.498662485E-02-1.487631026E-02-1.476330212E-02-1.464757725E-02
-1.452911218E-02-1.440788442E-02-1.428387528E-02-1.415706775E-02-1.402744423E-02
-1.389498656E-02-1.375967601E-02-1.362149326E-02-1.348041866E-02-1.333643228E-02
-1.318951391E-02-1.303964323E-02-1.288679978E-02-1.273096244E-02-1.257210819E-02
-1.241021248E-02-1.224524954E-02-1.207719140E-02-1.190600880E-02-1.173167272E-02
-1.155415502E-02-1.137342731E-02-1.118946159E-02-1.100223023E-02-1.081170577E-02
-1.061786059E-02-1.042066339E-02-1.022008212E-02-1.001608847E-02-9.808654485E-03
-9.597749826E-03-9.383341769E-03-9.165396367E-03-8.943879698E-03-8.718757474E-03
-8.489994327E-03-8.257553685E-03-8.021398376E-03-7.781488978E-03-7.537780344E-03
-7.290222414E-03-7.038759642E-03-6.783334939E-03-6.523893150E-03-6.260389187E-03
-5.992791431E-03-5.721076417E-03-5.445246890E-03-5.165334319E-03-4.881377207E-03
-4.593408563E-03-4.301456518E-03-4.005546456E-03-3.705703895E-03-3.401968313E-03
-3.094398628E-03-2.783069545E-03-2.468076898E-03-2.149541183E-03-1.827604504E-03
-1.502426805E-03-1.174180957E-03-8.430465131E-04-5.091800467E-04-1.726930662E-04
 1.663876483E-04 5.081185212E-04 8.524825611E-04 1.199467623E-03 1.549050713E-03
 1.901207244E-03 2.255917522E-03 2.613162055E-03 2.972919231E-03 3.335167287E-03
 3.699885068E-03 4.067050858E-03 4.436643580E-03 4.808643714E-03 5.183033470E-03
 5.559796606E-03 5.938918006E-03 6.320383151E-03 6.704178655E-03 7.090293672E-03
 7.478721575E-03 7.869458482E-03 8.262501669E-03 8.657846455E-03 9.055485321E-03
 9.455410356E-03 9.857614126E-03 1.026208936E-02 1.066882901E-02 1.107782688E-02
 1.148907737E-02 1.190257446E-02 1.231831014E-02 1.273627488E-02 1.315645883E-02
 1.357885170E-02 1.400344275E-02 1.443022091E-02 1.485917359E-02 1.529028610E-02
 1.572354317E-02 1.615892901E-02 1.659642687E-02 1.703601960E-02 1.747768947E-02
 1.792141724E-02 1.836718289E-02 1.881496609E-02 1.926474606E-02 1.971650158E-02
 2.017021116E-02 2.062585230E-02 2.108340116E-02 2.154283347E-02 2.200412472E-02
 2.246724995E-02 2.293218400E-02 2.339890137E-02 2.386737577E-02 2.433758022E-02
 2.480948747E-02 2.528307010E-02 2.575830031E-02 2.623515000E-02 2.671359138E-02
 2.719359974E-02 2.767515493E-02 2.815823852E-02 2.864283233E-02 2.912891848E-02
 2.961647929E-02 3.010549839E-02 3.059596325E-02 3.108786412E-02 3.158119181E-02
 3.207593753E-02 3.257209308E-02 3.306965058E-02 3.356860295E-02 3.406894569E-02
 3.457067673E-02 3.507379472E-02 3.557829845E-02 3.608418678E-02 3.659145876E-02
 3.710011369E-02 3.761015073E-02 3.812156854E-02 3.863436580E-02 3.914854141E-02
 3.966409426E-02 4.018102319E-02 4.069932725E-02 4.121900544E-02 4.174005573E-02
 4.226247523E-02 4.278626103E-02 4.331141060E-02 4.383792178E-02 4.436579281E-02
 4.489502212E-02 4.542560836E-02 4.595755033E-02 4.649084704E-02 4.702549767E-02
 4.756150157E-02 4.809885821E-02 4.863756719E-02 4.917762827E-02 4.971904146E-02
 5.026180711E-02 5.080592586E-02 5.135139861E-02 5.189822603E-02 5.244640792E-02
 5.299594336E-02 5.354683144E-02 5.409907133E-02 5.465266208E-02 5.520760270E-02
 5.576389234E-02 5.632152852E-02 5.688050342E-02 5.744080479E-02 5.800241934E-02
 5.856533392E-02 5.912953535E-02 5.969501013E-02 6.026174464E-02 6.082972521E-02
 6.139893803E-02 6.196936887E-02 6.254100310E-02 6.311382596E-02 6.368782268E-02
 6.426297852E-02 6.483927876E-02 6.541670870E-02 6.599525363E-02 6.657489882E-02
 6.715562953E-02 6.773743097E-02 6.832028837E-02 6.890418694E-02 6.948911199E-02
 7.007504898E-02 7.066198344E-02 7.124990096E-02 7.183878713E-02 7.242862760E-02
 7.301940809E-02 7.361111435E-02 7.420373217E-02 7.479724741E-02 7.539164631E-02
 7.598691552E-02 7.658304181E-02 7.718001203E-02 7.777781306E-02 7.837643196E-02
 7.897585597E-02 7.957607239E-02 8.017706855E-02 8.077883203E-02 8.138135037E-02
 8.198461521E-02 8.258863969E-02 8.319331565E-02 6.716201417E-03 6.581230866E-03
 6.446613773E-03 6.312402652E-03 6.178582795E-03 6.045151147E-03 5.912106340E-03
 5.779446377E-03 5.647169098E-03 5.515272239E-03 5.383753443E-03 5.252610210E-03
 5.121839819E-03 4.991439155E-03 4.861404210E-03 4.731730016E-03 4.602410089E-03
 4.473435543E-03 4.344796680E-03 4.216483758E-03 4.088487407E-03 3.960798749E-03
 3.833409320E-03 3.706311070E-03 3.579496405E-03 3.452958285E-03 3.326690334E-03
 3.200686731E-03 3.074942158E-03 2.949451778E-03 2.824211255E-03 2.699216788E-03
 2.574465140E-03 2.449953605E-03 2.325679993E-03 2.201642749E-03 2.077841228E-03
 1.954276267E-03 1.830950153E-03 1.707866112E-03 1.585028069E-03 1.462440577E-03
 1.340108867E-03 1.218038910E-03 1.096237400E-03 9.747117228E-04 8.534700357E-04
 7.325215575E-04 6.118771377E-04 4.915495522E-04 3.715526726E-04 2.518979853E-04
 1.326054820E-04 1.377680816E-05-1.047024424E-04-2.239478049E-04-3.442525215E-04
-4.655509713E-04-5.878009215E-04-7.109721565E-04-8.350336682E-04-9.599552591E-04
-1.085708453E-03-1.212266943E-03-1.339607109E-03-1.467707930E-03-1.596550667E-03
-1.726117264E-03-1.856388955E-03-1.987345671E-03-2.118963387E-03-2.251215835E-03
-2.384075012E-03-2.517510730E-03-2.651492384E-03-2.785989301E-03-2.920970694E-03
-3.056405269E-03-3.192260014E-03-3.328501070E-03-3.465094883E-03-3.602007490E-03
-3.739203745E-03-3.876646463E-03-4.014295504E-03-4.152109566E-03-4.290047060E-03
-4.428067052E-03-4.566131716E-03-4.704205824E-03-4.842253646E-03-4.980240833E-03
-5.118143626E-03-5.255947550E-03-5.393638069E-03-5.531199166E-03-5.668617650E-03
-5.805885522E-03-5.942995908E-03-6.079941250E-03-6.216713019E-03-6.353300848E-03
-6.489693215E-03-6.625878337E-03-6.761844182E-03-6.897578120E-03-7.033065836E-03
-7.168292092E-03-7.303242094E-03-7.437902386E-03-7.572260033E-03-7.706299797E-03
-7.840003432E-03-7.973352019E-03-8.106327119E-03-8.238910981E-03-8.371085997E-03
-8.502833366E-03-8.634133365E-03-8.764966424E-03-8.895313244E-03-9.025154333E-03
-9.154470153E-03-9.283242447E-03-9.411454250E-03-9.539088727E-03-9.666128713E-03
-9.792556962E-03-9.918356372E-03-1.004351047E-02-1.016800398E-02-1.029182224E-02
-1.041495077E-02-1.053737520E-02-1.065908109E-02-1.078005396E-02-1.090028007E-02
-1.101974706E-02-1.113844220E-02-1.125635136E-02-1.137346009E-02-1.148975412E-02
-1.160521908E-02-1.171984046E-02-1.183360463E-02-1.194649885E-02-1.205850833E-02
-1.216961541E-02-1.227980475E-02-1.238906812E-02-1.249740083E-02-1.260479830E-02
-1.271125643E-02-1.281677124E-02-1.292133521E-02-1.302493638E-02-1.312756175E-02
-1.322919840E-02-1.332983272E-02-1.342945054E-02-1.352803772E-02-1.362557712E-02
-1.372204319E-02-1.381740449E-02-1.391163037E-02-1.400470463E-02-1.409663317E-02
-1.418743012E-02-1.427710804E-02-1.436567154E-02-1.445311583E-02-1.453943335E-02
-1.462461560E-02-1.470865125E-02-1.479152655E-02-1.487322659E-02-1.495373446E-02
-1.503303028E-02-1.511109184E-02-1.518789399E-02-1.526340930E-02-1.533761423E-02
